"filename", "language", "CMake", "C++", "Markdown", "GLSL", "Shell Script", "comment", "blank", "total"
"/home/kyutsune/Bring-me-the-engine/shaders/shadows/ponc_shadow.vert", "GLSL", 0, 0, 0, 9, 0, 0, 3, 12
"/home/kyutsune/Bring-me-the-engine/src/Globals.cpp", "C++", 0, 6, 0, 0, 0, 0, 4, 10
"/home/kyutsune/Bring-me-the-engine/src/camera/Camera.cpp", "C++", 0, 7, 0, 0, 0, 0, 2, 9
"/home/kyutsune/Bring-me-the-engine/src/camera/Frustum.cpp", "C++", 0, 101, 0, 0, 0, 13, 32, 146
"/home/kyutsune/Bring-me-the-engine/src/engine/Entity.cpp", "C++", 0, 58, 0, 0, 0, 0, 11, 69
"/home/kyutsune/Bring-me-the-engine/src/engine/LightingManager.cpp", "C++", 0, 109, 0, 0, 0, 7, 22, 138
"/home/kyutsune/Bring-me-the-engine/src/engine/Mesh.cpp", "C++", 0, 55, 0, 0, 0, 8, 20, 83
"/home/kyutsune/Bring-me-the-engine/src/engine/Scene.cpp", "C++", 0, 110, 0, 0, 0, 7, 17, 134
"/home/kyutsune/Bring-me-the-engine/src/input/ClavierSouris.cpp", "C++", 0, 76, 0, 0, 0, 5, 24, 105
"/home/kyutsune/Bring-me-the-engine/src/main.cpp", "C++", 0, 93, 0, 0, 0, 10, 23, 126
"/home/kyutsune/Bring-me-the-engine/src/math/PlaneBoundingVolume.cpp", "C++", 0, 95, 0, 0, 0, 1, 17, 113
"/home/kyutsune/Bring-me-the-engine/src/math/Vec.cpp", "C++", 0, 272, 0, 0, 0, 4, 57, 333
"/home/kyutsune/Bring-me-the-engine/src/rendering/Renderer.cpp", "C++", 0, 54, 0, 0, 0, 9, 16, 79
"/home/kyutsune/Bring-me-the-engine/src/rendering/Shader.cpp", "C++", 0, 126, 0, 0, 0, 0, 29, 155
"/home/kyutsune/Bring-me-the-engine/src/rendering/ShadowManager.cpp", "C++", 0, 62, 0, 0, 0, 10, 16, 88
"/home/kyutsune/Bring-me-the-engine/src/rendering/Skybox.cpp", "C++", 0, 95, 0, 0, 0, 0, 23, 118
"/home/kyutsune/Bring-me-the-engine/src/rendering/Texture.cpp", "C++", 0, 40, 0, 0, 0, 3, 9, 52
"/home/kyutsune/Bring-me-the-engine/src/shadows/DirectionalShadowMap.cpp", "C++", 0, 64, 0, 0, 0, 0, 20, 84
"/home/kyutsune/Bring-me-the-engine/src/shadows/PonctualShadowMap.cpp", "C++", 0, 72, 0, 0, 0, 1, 24, 97
"/home/kyutsune/Bring-me-the-engine/src/ui/Menu.cpp", "C++", 0, 54, 0, 0, 0, 3, 16, 73
"/home/kyutsune/Bring-me-the-engine/src/ui/Sections.cpp", "C++", 0, 89, 0, 0, 0, 0, 15, 104
"/home/kyutsune/Bring-me-the-engine/tests/test_vec.cpp", "C++", 0, 12, 0, 0, 0, 0, 4, 16
"Total", "-", 72, 2643, 59, 354, 5, 157, 796, 4086
